id_entrega,canton_destino,peso_kg,volumen_m3,distancia_km,num_paradas,hora_salida,lluvia_mm,tipo_vehiculo,experiencia_conductor_meses,carga_previa_pct,incidencias_registradas,entrega_tardia
ENT-02198,Macara,140.1,0.602,174.6,3,8,2.3,camioneta,,40.8,0,1
ENT-01149,Macara,171.4,0.764,53.8,2,4,6.1,camion liviano,25.0,67.5,2,1
ENT-00575,Cariamanga,340.2,1.655,33.9,3,11,0.0,camioneta,121.0,10.7,2,1
ENT-00051,Catamayo,370.4,1.4,85.9,4,9,0.0,camion liviano,21.0,38.3,2,1
ENT-00854,Macara,245.6,0.967,35.0,3,8,0.8,camion liviano,14.0,70.3,0,0
ENT-01983,Macara,514.3,3.089,92.1,10,10,0.0,camioneta,80.0,80.2,2,1
ENT-01824,Cariamanga,133.9,0.66,19.1,5,9,5.5,camioneta,,72.5,0,1
ENT-00834,Catamayo,374.7,2.359,33.4,4,7,4.2,camion liviano,49.0,39.4,2,1
ENT-01116,Machala,248.3,0.933,23.0,2,8,0.0,camion pesado,20.0,40.8,0,1
ENT-01167,Catamayo,66.1,0.361,30.0,3,6,0.0,camion liviano,32.0,99.6,2,1
ENT-02519,Macara,592.4,1.934,24.5,3,8,0.1,camioneta,35.0,79.8,0,1
ENT-01907,Machala,270.4,1.077,38.3,4,14,1.2,camioneta,44.0,13.7,1,1
ENT-00972,Saraguro,345.0,1.225,13.4,4,12,0.4,camioneta,23.0,34.9,2,1
ENT-00400,Cariamanga,392.3,1.839,7.0,4,10,1.2,camion liviano,24.0,75.3,0,0
ENT-02560,Macara,201.4,0.866,4.0,2,7,1.7,camioneta,,55.1,0,0
ENT-02369,Cariamanga,224.6,0.766,12.9,7,11,0.0,camioneta,46.0,47.8,0,0
ENT-00020,Cariamanga,123.9,0.395,51.6,5,10,0.0,camion pesado,64.0,71.1,3,1
ENT-00685,Machala,74.8,0.241,37.0,2,5,0.0,camion liviano,8.0,36.7,2,1
ENT-00036,Saraguro,72.6,0.399,62.1,5,9,3.0,camion liviano,11.0,47.9,1,0
ENT-02887,Cariamanga,369.4,1.733,62.0,6,7,0.2,camioneta,22.0,35.6,2,1
ENT-00525,Catamayo,799.4,4.679,20.1,8,10,1.8,camion liviano,48.0,28.2,0,0
ENT-02456,Catamayo,319.6,1.015,59.3,5,6,0.0,camion liviano,23.0,40.4,0,1
ENT-00921,Zamora,143.6,0.677,51.8,2,13,0.1,camion liviano,17.0,76.0,0,0
ENT-01842,Loja,283.2,1.26,14.9,2,10,0.9,camion liviano,39.0,38.1,0,0
ENT-01891,Catamayo,886.9,3.725,3.5,1,4,1.1,camioneta,49.0,55.8,1,1
ENT-00538,Saraguro,262.7,1.138,12.0,5,9,1.0,camion liviano,175.0,58.2,0,1
ENT-01706,Zamora,297.4,1.069,19.0,4,10,0.2,camion pesado,59.0,66.6,0,0
ENT-02989,Cariamanga,169.6,1.059,34.5,3,11,0.4,camion pesado,55.0,66.1,0,0
ENT-00246,Machala,159.5,0.689,51.0,4,9,1.3,camion liviano,88.0,51.9,0,0
ENT-00785,Loja,34.1,0.239,14.4,1,7,2.9,camion liviano,,60.1,1,0
ENT-01410,Zamora,435.7,1.6,66.6,11,11,1.3,camion liviano,68.0,32.8,1,1
ENT-02538,Saraguro,218.9,0.769,102.7,3,11,,camioneta,71.0,61.7,3,1
ENT-00155,Machala,625.7,3.516,31.1,7,10,0.4,camioneta,35.0,37.6,1,0
ENT-01687,Macara,329.0,1.352,43.9,1,13,7.5,camioneta,8.0,55.7,2,1
ENT-00626,Cariamanga,212.8,0.708,9999.0,6,10,2.5,camioneta,66.0,20.5,1,1
ENT-02934,Machala,146.3,0.549,31.6,7,11,3.8,camioneta,2.0,17.2,0,0
ENT-01347,Cariamanga,516.9,3.171,36.7,15,7,3.4,camion liviano,56.0,42.1,1,1
ENT-00570,Loja,248.0,1.537,28.3,2,11,5.3,camioneta,57.0,70.6,1,1
ENT-02991,Machala,443.8,2.015,55.4,6,12,0.0,camioneta,38.0,43.4,0,0
ENT-01759,Zamora,171.9,0.544,33.4,7,5,0.0,camioneta,,64.6,0,0
ENT-01817,Lója,374.1,1.213,71.1,2,10,0.0,camioneta,,72.4,0,0
ENT-02066,Saraguro,122.0,0.693,75.8,6,5,0.1,camion pesado,,69.8,1,1
ENT-00128,Cariamanga,237.1,1.278,36.0,11,10,0.8,camioneta,37.0,59.7,0,0
ENT-00323,Machala,419.2,2.642,20.9,9,7,0.0,camioneta,,89.4,3,1
ENT-02007,Catamayo,138.1,0.98,35.3,4,7,0.3,camion liviano,10.0,51.9,1,1
ENT-00981,Saraguro,210.8,1.045,41.1,5,9,1.2,camioneta,27.0,32.4,0,0
ENT-00292,Macara,591.4,2.957,65.7,2,7,4.1,camion pesado,164.0,60.0,0,0
ENT-00191,machala,5.0,0.033,29.8,16,5,1.0,camion liviano,51.0,73.5,4,1
ENT-01140,Catamayo,469.7,1.731,39.0,8,8,0.1,camioneta,,90.0,0,0
ENT-00993,Macara,370.0,1.464,35.5,3,10,0.2,camion liviano,29.0,70.7,1,1
ENT-00700,Machala,254.7,1.066,50.5,1,12,0.7,camioneta,54.0,61.2,3,1
ENT-00607,Saraguro,558.0,1.875,15.0,2,7,3.3,camion pesado,83.0,53.8,0,0
ENT-00181,Saraguro,242.7,1.126,24.6,5,12,1.8,camion liviano,10.0,28.6,0,0
ENT-00302,Macara,550.8,3.644,8.2,3,18,3.1,camion pesado,,37.6,0,0
ENT-02545,Macara,217.6,1.11,60.2,4,12,2.3,camion pesado,51.0,74.0,1,1
ENT-02833,Catamayo,143.6,0.52,48.6,1,6,0.5,camioneta,69.0,52.3,1,0
ENT-01061,Cariamanga,203.8,1.011,32.8,10,8,8.1,camioneta,58.0,46.8,2,1
ENT-02877,Macara,284.7,1.9,65.7,13,8,3.1,camioneta,20.0,72.5,0,1
ENT-02936,Zamora,94.3,0.611,12.2,3,7,0.0,camion liviano,,63.4,0,0
ENT-02566,Loja,91.5,0.415,40.2,8,7,,camioneta,37.0,51.8,2,1
ENT-01070,Saraguro,387.1,1.884,48.5,4,4,4.2,camion liviano,38.0,73.6,1,1
ENT-02525,Saraguro,191.3,1.11,42.5,12,13,,camioneta,32.0,45.8,1,1
ENT-02206,Loja,75.2,0.534,30.1,3,9,6.5,camioneta,54.0,82.8,2,1
ENT-01244,Loja,455.9,2.14,25.0,9,10,1.7,camioneta,32.0,18.5,2,1
ENT-00017,Cariamanga,1158.1,5.162,83.5,4,8,0.0,camion liviano,,45.2,0,0
ENT-00195,Machala,466.6,2.286,15.1,2,11,2.2,camion pesado,21.0,87.6,1,1
ENT-00547,Macara,176.6,0.619,71.4,4,10,0.4,camioneta,48.0,82.0,0,0
ENT-00659,Zamora,298.6,1.749,44.7,1,11,1.0,camion pesado,31.0,34.4,0,0
ENT-02760,Saraguro,114.7,0.459,24.7,11,10,0.0,camioneta,,38.9,2,1
ENT-02915,Catamayo,184.7,0.641,27.5,5,6,3.0,camioneta,37.0,40.4,0,0
ENT-01505,Macara,110.5,0.437,39.1,15,11,0.0,camion liviano,10.0,59.2,2,1
ENT-00960,Saraguro,351.2,1.383,7.9,7,11,,camion liviano,,49.3,0,1
ENT-02332,Macara,83.3,0.359,10.6,8,9,0.0,camion liviano,,15.9,0,0
ENT-00798,Catamayo,530.2,1.816,8.2,2,8,0.7,camion liviano,50.0,45.6,0,0
ENT-00226,Zamora,157.1,0.981,65.0,3,7,1.3,camioneta,31.0,54.8,4,1
ENT-02075,Machala,98.6,0.449,33.8,4,15,1.2,camioneta,60.0,71.7,0,0
ENT-01800,Machala,92.2,0.536,86.8,10,7,2.2,camion pesado,72.0,58.5,3,1
ENT-02486,Loja,266.1,1.616,47.7,6,10,1.0,camion liviano,98.0,87.8,0,0
ENT-00045,Saraguro,895.5,2.86,10.9,1,9,,camion liviano,40.0,34.3,1,1
ENT-02278,Lója,161.5,0.868,23.4,6,11,6.7,camion liviano,,83.1,1,1
ENT-02086,Loja,255.9,1.234,56.6,4,10,4.6,camioneta,55.0,91.2,1,1
ENT-01694,Loja,337.8,1.831,99.1,4,7,0.5,camion liviano,21.0,82.7,0,1
ENT-01046,Cariamanga,260.3,0.87,54.8,2,11,0.0,camion pesado,75.0,34.6,0,0
ENT-00470,Zamora,292.3,1.462,69.1,10,8,0.0,camioneta,10.0,79.0,2,1
ENT-00955,Saraguro,152.2,1.0,11.0,5,8,0.2,camioneta,20.0,31.3,5,1
ENT-02145,Catamayo,369.9,2.035,55.2,15,8,1.1,camion liviano,39.0,45.3,2,1
ENT-02736,Catamayo,253.5,0.994,43.2,3,9,0.1,camioneta,60.0,52.9,3,1
ENT-00640,Loja ,223.9,0.703,48.2,3,6,1.5,camioneta,49.0,27.5,0,1
ENT-02836,Machala,313.2,1.571,33.7,9,99,0.4,camioneta,39.0,62.3,0,0
ENT-01219,Loja,487.7,3.096,33.3,3,9,0.0,camion pesado,95.0,80.9,1,1
ENT-01159,Loja,446.6,2.694,66.7,2,10,2.2,camion pesado,84.0,85.4,2,1
ENT-01416,LOJA,120.2,0.595,56.8,17,12,0.9,camioneta,90.0,29.8,1,0
ENT-02769,Saraguro,308.8,1.453,10.9,2,9,0.0,camion liviano,,54.7,0,0
ENT-01528,Catamayo,191.8,1.219,19.7,2,12,0.0,camioneta,,41.3,0,0
ENT-02979,Macara,622.8,3.711,49.1,1,8,1.4,camioneta,26.0,36.2,0,0
ENT-01301,Macara,476.2,1.57,54.2,7,9,0.8,camion pesado,16.0,49.0,1,1
ENT-02924,Cariamanga,24.1,0.088,26.0,4,7,0.0,camioneta,7.0,60.9,0,0
ENT-01604,Loja,390.0,2.157,37.4,4,11,4.7,camion pesado,36.0,24.8,0,0
ENT-00161,LOJA,331.0,1.443,3.9,7,10,0.0,camion pesado,45.0,77.7,3,1
ENT-01705,Zamora,213.1,0.845,29.6,3,7,2.7,camion liviano,49.0,47.0,1,0
ENT-00957,Cariamanga,95.4,0.377,61.7,6,10,0.8,camion pesado,57.0,61.0,0,0
ENT-02973,Loja,171.4,0.625,9.7,7,12,1.2,camioneta,116.0,89.0,0,0
ENT-00878,Cariamanga,812.7,5.768,69.3,6,8,1.5,camioneta,6.0,46.4,0,1
ENT-01920,Catamayo,788.7,2.513,54.2,1,7,7.8,camion liviano,,56.3,1,1
ENT-01885,Macara,257.2,0.821,21.6,2,6,0.4,camioneta,,65.1,0,0
ENT-02201,Cariamanga,321.7,1.651,27.7,5,14,0.9,camion pesado,17.0,66.1,0,1
ENT-00099,Loja,433.2,2.147,57.0,16,5,0.0,camioneta,60.0,34.7,0,0
ENT-02885,Loja,448.3,2.957,13.6,6,11,0.9,camioneta,19.0,35.2,0,1
ENT-02558,Macara,61.8,0.257,34.5,7,7,0.0,camion liviano,45.0,53.5,2,1
ENT-00254,Saraguro,143.2,0.908,21.1,2,7,1.5,camioneta,7.0,60.3,2,1
ENT-00104,Macara,235.5,1.16,33.2,6,8,0.0,camioneta,19.0,64.5,3,1
ENT-01446,Cariamanga,152.6,0.593,45.4,6,6,1.2,camion liviano,,39.8,1,0
ENT-01444,Cariamanga,20.6,0.097,30.7,4,7,0.0,camion liviano,,48.0,0,0
ENT-01649,Loja ,322.7,1.47,24.4,8,9,,camion liviano,75.0,97.6,0,0
ENT-00587,Loja,101.1,0.331,24.3,2,7,1.1,camion pesado,,38.7,0,0
ENT-00628,Macara,294.8,1.055,43.9,8,9,0.0,camion liviano,35.0,64.3,1,1
ENT-01697,Saraguro,169.7,0.563,11.7,13,11,0.3,camion pesado,27.0,79.6,3,1
ENT-02102,Loja,135.3,0.659,51.2,3,7,3.8,camion pesado,82.0,48.0,0,1
ENT-02200,Saraguro,101.5,0.546,27.0,7,8,3.4,camioneta,17.0,40.3,0,0
ENT-00404,Zamora,125.4,0.856,9.0,5,11,,camioneta,14.0,50.4,0,1
ENT-01155,Loja,118.0,0.682,25.3,11,12,0.2,camioneta,24.0,75.3,1,1
ENT-02256,Saraguro,425.8,2.308,35.2,3,8,1.2,camion liviano,27.0,75.3,2,1
ENT-01683,Loja,456.1,1.558,58.9,19,6,0.0,camion pesado,19.0,17.4,0,0
ENT-02057,Machala,533.6,3.021,11.8,15,9,5.4,camioneta,22.0,61.0,0,1
ENT-02902,Loja,327.4,2.081,26.3,9,4,0.4,camioneta,58.0,75.4,4,1
ENT-00453,Loja,118.4,0.39,21.6,6,15,0.6,camioneta,45.0,79.8,0,0
ENT-02302,Loja,628.2,2.898,15.4,13,6,0.7,camion pesado,4.0,43.5,0,0
ENT-01328,Machala,146.3,0.927,32.7,7,8,1.0,camion liviano,49.0,26.8,0,0
ENT-02050,Cariamanga,431.9,1.666,121.5,2,6,1.7,camioneta,27.0,82.0,0,1
ENT-00881,Loja ,244.5,0.82,40.6,6,10,0.0,camion liviano,107.0,14.2,0,0
ENT-02976,Cariamanga,142.4,1.0,6.4,8,7,0.5,camioneta,,38.1,0,0
ENT-00624,Loja,8.3,0.028,26.0,3,9,1.0,camion liviano,,48.4,0,0
ENT-02394,Cariamanga,133.0,0.915,46.5,6,9,5.1,camioneta,75.0,84.7,0,0
ENT-02829,Loja,260.0,0.871,49.0,6,10,,camion pesado,20.0,77.5,2,1
ENT-01788,Machala,307.6,0.987,23.7,8,7,9.0,camioneta,,55.4,0,0
ENT-00263,Saraguro,259.3,1.666,42.7,2,11,1.7,camioneta,5.0,63.8,0,0
ENT-01635,Catamayo,186.5,0.895,66.2,3,9,0.9,camioneta,,50.4,0,1
ENT-01439,Machala,152.6,0.782,11.8,6,7,0.4,camioneta,29.0,40.2,0,1
ENT-02199,Macara,180.5,0.574,37.6,1,9,7.1,camioneta,51.0,56.8,1,1
ENT-01970,Loja,81.3,0.351,57.0,3,7,3.6,camion pesado,15.0,41.7,2,1
ENT-02521,Catamayo,468.5,1.729,95.2,7,13,5.6,camioneta,46.0,11.0,2,1
ENT-01803,Machala,584.2,3.329,15.5,2,8,3.5,camioneta,21.0,86.5,1,1
ENT-00641,Saraguro,143.5,0.834,31.2,13,8,0.3,camion pesado,,62.6,2,1
ENT-02386,Machala,87.4,0.394,77.3,2,8,1.1,camion liviano,23.0,32.9,0,0
ENT-02599,Catamayo,396.0,2.485,19.2,2,6,0.0,camioneta,38.0,64.2,1,1
ENT-02888,Macara,589.5,2.373,39.6,2,6,0.0,camion liviano,50.0,58.4,1,0
ENT-01960,Zamora,93.6,0.417,136.8,10,10,2.3,camion pesado,171.0,36.5,1,1
ENT-00489,Macara,138.1,0.894,81.9,3,10,0.0,camioneta,39.0,19.7,3,1
ENT-01844,Macara,495.4,2.223,15.7,5,6,0.1,camion pesado,26.0,83.6,1,1
ENT-01735,Machala,101.6,0.325,20.4,3,13,1.6,camion liviano,22.0,41.3,2,1
ENT-00147,Saraguro,254.2,1.434,81.8,8,11,0.0,camion liviano,11.0,32.5,2,1
ENT-01535,Loja,521.9,3.31,78.7,3,8,2.0,camion liviano,69.0,43.1,0,0
ENT-01987,Catamayo,179.5,0.761,12.0,4,10,0.0,camioneta,55.0,78.3,0,0
ENT-01370,Machala,267.3,1.119,13.1,5,10,0.5,camion liviano,85.0,23.9,0,0
ENT-02451,Loja,148.8,0.524,26.0,1,8,1.7,camion pesado,82.0,30.3,0,0
ENT-02994,Loja,226.6,0.983,35.3,17,12,0.5,camioneta,66.0,63.8,2,1
ENT-02812,Zamora,213.7,1.007,51.6,1,11,,camioneta,27.0,72.0,0,1
ENT-00660,Loja,269.4,1.259,15.3,3,7,1.9,camioneta,33.0,68.8,0,0
ENT-01795,Macara,196.5,0.62,31.2,10,8,2.9,camion liviano,31.0,57.9,4,1
ENT-02512,Saraguro,272.0,1.315,65.0,12,9,0.0,camion liviano,29.0,45.5,1,1
ENT-00187,Loja,182.9,0.729,74.1,12,11,,camion pesado,55.0,49.5,0,0
ENT-01148,Saraguro,205.9,0.959,97.2,1,13,0.0,camion liviano,,63.0,0,0
ENT-00609,Macara,459.4,1.894,31.6,2,13,2.6,camioneta,99.0,21.8,5,1
ENT-02192,Saraguro,146.6,0.89,21.6,3,12,2.9,camion liviano,27.0,90.5,0,0
ENT-02800,Cariamanga,364.2,1.662,19.9,2,16,0.7,camioneta,49.0,58.7,0,0
ENT-01931,Loja,528.6,2.823,30.5,3,9,0.7,camion liviano,37.0,58.4,0,0
ENT-00198,Machala,88.5,0.513,75.5,3,4,0.0,camion pesado,68.0,36.0,1,1
ENT-02328,Machala,1008.7,4.919,21.1,5,11,4.5,camioneta,51.0,35.8,0,0
ENT-00294,Loja,231.5,0.74,56.2,3,8,2.5,camioneta,58.0,75.9,0,0
ENT-00767,Saraguro,106.7,0.398,28.4,1,6,,camioneta,,77.8,0,0
ENT-00401,Cariamanga,429.5,2.121,18.5,1,10,0.1,camion pesado,83.0,61.8,0,0
ENT-00123,Loja,428.9,1.672,61.5,4,9,3.0,camion liviano,30.0,40.0,0,1
ENT-00203,Macara,243.5,1.253,34.4,1,8,3.6,camion liviano,34.0,22.5,2,1
ENT-00836,Macara,210.9,1.082,85.9,3,12,0.1,camion liviano,40.0,22.0,0,0
ENT-02295,Saraguro,27.5,0.087,63.8,6,11,3.4,camioneta,166.0,44.8,0,0
ENT-01440,Machala,387.1,2.499,26.1,1,12,4.1,camioneta,47.0,35.8,0,0
ENT-01734,Macara,229.4,1.216,26.2,4,7,0.0,camion liviano,11.0,78.9,1,1
ENT-01696,Loja,223.1,0.87,17.9,1,7,0.0,camion liviano,29.0,33.5,1,0
ENT-02986,machala,142.9,0.536,32.0,1,5,,camion liviano,44.0,59.2,0,0
ENT-01708,Loja,161.6,0.554,13.7,3,10,0.0,camion liviano,,39.3,0,0
ENT-02971,Cariamanga,219.8,0.857,69.3,6,15,,camion liviano,24.0,41.8,1,1
ENT-01154,Machala,479.0,1.709,21.6,7,13,6.2,camion liviano,,74.7,3,1
ENT-01662,Saraguro,457.1,2.917,21.7,2,11,0.0,camion pesado,40.0,50.9,0,0
ENT-02433,Zamora,61.9,0.372,8.8,3,9,2.5,camioneta,60.0,68.8,1,0
ENT-01760,Catamayo,327.8,1.06,117.2,2,8,7.5,camioneta,57.0,35.7,0,0
ENT-00855,Loja,558.7,2.715,48.0,4,7,0.0,camion liviano,15.0,50.6,1,0
ENT-01590,Zamora,348.0,1.407,11.4,1,9,6.8,camion pesado,50.0,70.7,1,1
ENT-02268,Saraguro,489.9,1.64,42.3,9,11,0.0,camioneta,,46.8,0,0
ENT-00642,Saraguro,360.8,1.324,48.8,4,9,3.0,camioneta,56.0,41.9,0,0
ENT-00002,Cariamanga,526.3,2.312,19.4,9,11,2.8,camion liviano,34.0,67.9,1,0
ENT-02161,Cariamanga,1268.3,6.943,5.0,9,11,3.5,camion liviano,68.0,32.0,1,1
ENT-00699,Macara,306.6,1.435,23.9,2,10,1.4,camion liviano,29.0,64.7,0,0
ENT-01637,Catamayo,283.5,1.289,83.8,1,7,0.8,camion liviano,,77.4,1,1
ENT-01292,Cariamanga,181.7,1.053,26.8,8,13,4.7,camion liviano,72.0,81.8,1,0
ENT-02914,Macara,214.7,0.842,66.7,6,10,3.9,camioneta,17.0,9.7,0,0
ENT-02490,Machala,594.3,1.892,23.2,8,6,3.6,camioneta,79.0,42.7,1,1
ENT-01521,Zamora,403.1,1.365,100.5,4,14,0.3,camion liviano,105.0,31.6,1,1
ENT-01854,Catamayo,246.3,0.772,15.5,11,9,3.1,camioneta,185.0,18.8,0,0
ENT-01137,LOJA,343.0,1.151,23.5,5,10,6.9,camion liviano,51.0,35.0,2,1
ENT-02956,Catamayo,722.8,4.076,49.6,3,8,0.0,camion pesado,34.0,22.7,1,0
ENT-01632,Saraguro,175.7,1.192,14.0,2,9,0.8,camion liviano,4.0,62.6,0,0
ENT-01999,Loja,206.4,0.932,25.9,4,9,3.6,camioneta,33.0,20.7,0,1
ENT-00664,Macara,353.4,1.357,40.7,2,8,0.0,camioneta,,69.6,0,0
ENT-00684,MACARA,292.8,1.444,84.8,4,7,0.3,camioneta,8.0,68.7,1,1
ENT-01258,Catamayo,128.7,0.54,22.0,5,11,1.5,camion liviano,19.0,60.2,1,1
ENT-00318,Machala,109.6,0.394,43.0,4,12,1.4,camioneta,,72.1,0,0
ENT-00649,Machala,454.7,1.604,93.0,2,8,1.4,camioneta,,37.7,2,1
ENT-01435,Loja,175.9,0.766,53.6,3,6,,camion liviano,,43.7,0,0
ENT-01480,Macara,243.7,1.711,20.2,5,7,1.0,camioneta,12.0,63.6,1,0
ENT-00710,Saraguro,308.2,1.017,32.9,3,10,0.0,camion pesado,,55.6,0,0
ENT-01283,Saraguro,555.2,3.005,23.6,1,10,1.7,camion liviano,,59.5,0,0
ENT-01769,Zamora,141.7,0.99,58.6,5,11,0.0,camion liviano,45.0,29.5,2,1
ENT-00973,Machala,275.4,0.975,7.9,8,9,0.0,camion pesado,6.0,67.9,0,0
ENT-02676,Cariamanga,469.9,2.78,48.1,6,8,0.0,camioneta,,72.0,0,0
ENT-02681,Saraguro,232.0,1.214,95.0,5,9,2.6,camion liviano,57.0,30.9,0,0
ENT-01307,Catamayo,184.4,0.81,52.0,2,12,0.0,camion pesado,78.0,59.0,0,0
ENT-01401,Zamora,250.8,1.767,15.6,7,4,2.3,camioneta,,46.8,0,0
ENT-01409,Catamayo,84.5,0.558,18.2,3,9,1.9,camioneta,57.0,51.6,0,0
ENT-02238,Saraguro,233.8,1.507,15.0,7,9,0.6,camion liviano,,37.7,0,0
ENT-01497,Loja ,143.7,0.548,25.1,6,8,3.6,camion liviano,20.0,54.0,1,1
ENT-02039,Machala,761.1,3.238,31.4,1,13,4.1,camioneta,3.0,4.3,0,0
ENT-01530,Saraguro,727.4,4.211,54.9,1,8,0.0,camioneta,,31.2,1,1
ENT-01664,Saraguro,251.3,0.874,18.5,9,9,1.4,camion liviano,,33.4,0,0
ENT-01355,Loja,395.4,1.414,23.3,7,10,1.4,camioneta,62.0,57.3,0,0
ENT-02982,machala,101.9,0.532,25.6,6,5,1.8,camion liviano,,32.1,0,0
ENT-01191,Saraguro,332.9,1.539,29.4,7,10,3.1,camioneta,27.0,39.7,0,0
ENT-01644,LOJA,191.9,0.781,29.8,6,5,1.7,camion pesado,,19.2,2,1
ENT-01052,Loja,142.1,0.792,11.4,11,15,0.8,camion liviano,29.0,17.1,0,1
ENT-00796,Catamayo,119.8,0.395,37.2,2,8,1.0,camion pesado,72.0,50.6,1,1
ENT-02694,Cariamanga,448.0,1.953,54.7,2,6,0.6,camion liviano,24.0,28.1,0,0
ENT-01598,Macara,170.9,0.636,30.7,3,6,0.0,camion liviano,15.0,71.4,2,1
ENT-02605,Loja,1005.9,4.001,108.0,11,8,0.0,camion liviano,,53.1,5,1
ENT-02730,Catamayo,200.2,0.69,98.0,2,5,1.6,camioneta,,86.0,2,1
ENT-02626,Lója,202.8,0.74,46.2,7,4,0.9,camion liviano,37.0,85.6,4,1
ENT-01820,Macara,89.9,0.347,23.9,6,11,1.6,camion pesado,61.0,17.2,0,0
ENT-01723,Loja,309.4,1.421,37.4,5,12,0.9,camion liviano,43.0,62.7,6,1
ENT-01184,Machala,61.4,0.209,62.8,8,10,1.5,camion liviano,30.0,36.4,0,0
ENT-02573,Machala,119.8,0.526,24.9,6,11,0.0,camion liviano,27.0,10.2,3,1
ENT-01060,Cariamanga,655.7,2.059,8.3,4,9,2.1,camioneta,69.0,15.6,0,0
ENT-00541,Zamora,145.4,0.455,62.8,12,8,2.4,camion pesado,91.0,87.7,0,1
ENT-01679,Lója,256.6,1.511,13.6,1,7,0.0,camion liviano,14.0,77.7,2,1
ENT-02797,Machala,174.6,1.012,38.5,2,12,0.0,camioneta,18.0,56.9,0,0
ENT-01818,Cariamanga,206.5,0.674,12.8,3,7,0.6,camioneta,77.0,47.8,0,0
ENT-02533,MACARA,265.7,1.022,19.5,3,8,0.0,camion liviano,,89.1,1,0
ENT-01758,Machala,163.7,0.571,66.0,5,8,0.0,camion liviano,29.0,36.5,0,0
ENT-01924,Cariamanga,195.9,0.726,100.3,8,8,10.7,camion liviano,17.0,70.4,0,0
ENT-00096,Catamayo,201.3,0.704,6.4,1,11,2.0,camion liviano,106.0,28.9,0,0
ENT-01021,Saraguro,386.8,1.967,16.9,2,13,3.5,camion liviano,,70.4,1,0
ENT-00564,loja,217.0,1.545,52.0,6,9,1.2,camion liviano,34.0,45.7,1,1
ENT-02791,Loja,871.6,6.154,9.9,13,9,0.9,camion liviano,99.0,68.1,0,0
ENT-00864,Machala,321.2,1.857,64.8,6,5,1.8,camion pesado,,39.3,0,0
ENT-01485,Zamora,358.5,1.463,30.2,8,8,8.8,camioneta,,42.3,0,0
ENT-01882,Saraguro,214.9,0.776,17.9,3,10,0.3,camion liviano,,58.6,0,0
ENT-01039,Catamayo,349.8,1.417,29.2,4,9,2.2,camion pesado,10.0,26.7,0,0
ENT-00207,Loja,645.4,4.431,34.5,9,9,3.3,camion liviano,26.0,51.1,2,1
ENT-00393,Loja,256.4,0.838,101.5,3,9,1.4,camion liviano,114.0,53.0,2,1
ENT-02843,Machala,201.4,0.71,63.6,3,6,1.4,camion liviano,,68.1,0,0
ENT-00871,Saraguro,176.8,0.567,29.9,4,8,0.8,camion liviano,,34.5,0,1
ENT-00398,LOJA,94.6,0.61,10.8,1,9,3.1,camion liviano,12.0,65.5,0,0
ENT-02815,Zamora,82.0,0.296,63.4,2,7,6.3,camion pesado,61.0,81.2,0,1
ENT-02940,Zamora,187.5,0.762,60.7,3,12,0.7,camion liviano,63.0,62.3,0,0
ENT-01029,Saraguro,149.6,0.654,57.0,5,4,6.9,camion liviano,36.0,87.1,2,1
ENT-02691,Catamayo,529.5,1.775,26.7,4,6,0.0,camioneta,24.0,76.9,2,1
ENT-01486,Zamora,161.6,0.563,34.1,6,9,5.4,camion pesado,,74.8,2,1
ENT-02661,LOJA,195.7,0.702,100.2,3,9,0.5,camion liviano,,45.0,0,1
ENT-00961,Machala,177.1,1.258,49.6,4,11,0.7,camioneta,,26.3,0,0
ENT-01571,Loja,135.8,0.503,23.1,1,9,0.0,camioneta,48.0,63.9,2,1
ENT-02774,loja,86.1,0.482,16.9,2,8,0.4,camion liviano,37.0,16.7,0,0
ENT-01896,Loja,261.8,1.419,39.6,3,10,7.3,camion pesado,,71.2,1,1
ENT-02732,Zamora,167.8,0.934,104.8,8,7,1.7,camion liviano,31.0,41.1,2,1
ENT-02147,Loja,240.1,0.837,6.6,12,11,,camion liviano,30.0,32.7,1,1
ENT-00805,MACARA,129.3,0.676,25.5,2,11,0.7,camion liviano,10.0,69.1,0,0
ENT-01752,Catamayo,71.8,0.306,13.0,3,4,6.1,camion pesado,,50.8,3,1
ENT-02455,Macara,374.0,1.651,35.6,4,4,1.5,camion liviano,,49.9,1,0
ENT-00503,Machala,380.8,1.777,34.2,6,4,3.0,camion liviano,16.0,49.0,0,0
ENT-00780,Zamora,276.2,1.653,13.0,12,11,1.7,camioneta,19.0,77.8,0,0
ENT-01864,Loja,240.1,0.957,30.7,3,12,2.1,camioneta,68.0,51.7,0,0
ENT-00201,Catamayo,226.7,0.874,50.9,2,9,1.9,camion liviano,56.0,39.1,0,0
ENT-02183,Zamora,31.7,0.116,143.1,10,9,1.0,camion liviano,,20.5,2,1
ENT-02089,Catamayo,226.8,1.277,39.2,4,9,1.6,camion liviano,65.0,80.6,1,1
ENT-02279,MACARA,360.7,1.282,25.7,3,8,5.2,camioneta,,64.8,1,1
ENT-01797,Catamayo,111.9,0.704,11.1,2,9,1.4,camion liviano,,50.2,0,1
ENT-00379,Macara,391.0,1.314,15.8,4,5,0.0,camioneta,128.0,22.4,4,1
ENT-02337,loja,141.7,0.491,32.8,3,4,0.2,camion liviano,,15.9,3,1
ENT-00419,Catamayo,548.9,2.48,74.8,8,7,1.2,camion liviano,30.0,19.6,0,0
